,name,Suburb,State,post,cost_text,Latitude,longitude,Beds,Baths,Parking,School,Cloest_shops,pyte,SA2_code,SA2_name,LGA_code,LGA_name,Crime_rate,Pop_density,School_with_rank,Total_employee_income_median,Total_employee_income_mean,Total_income_median,Total_income_mean,Nearest_Bus_Stop,Nearest_Tram_Stop,Nearest_Regional_Train_Station,is_nearby_hospital,is_cbd,median_2019_2020,mean_2019_2020,Nearest_Metro_Train_Station,Unnamed: 32,Unnamed: 33,driving distance/time,walking distance/time,school_rank_value,bus_value,tram_value,train_value,country_train,walk_time,drive_time
26,1/50 Conifer Avenue,Brooklyn,VIC,3012,530.0,-37.820012,144.8401478,3,2,2,"{'Rosamond Special School': 4.7, 'Bayside P-12 College': 5.8, 'Furlong Park School For Deaf Children': 6.6}","['Altona Gate Shopping Centre', -37.828989, 144.84627, 63]",town_house,213021343,Altona North,23110,Hobsons Bay,6412.967646,929.7841797,"[['Rosamond Special School', 4.7, None], ['Bayside P-12 College', 5.8, None], ['Furlong Park School For Deaf Children', 6.6, None]]",58191.0,65232.0,56991.0,65402.0,,,"['Sunshine Railway Station (Sunshine)', -37.788536, 144.832878, 3.5577709167055267]",True,False,58645,68747,"['Tottenham Railway Station (West Footscray)', -37.799251, 144.862945, 3.0561703584634454]",,,1894.8/266.9,1829.3/1317.1,1.0,1.0,1.0,0.3056170358463445,0.1185923638901842,1317.1,266.9
27,2/2 Omar Street,Maidstone,VIC,3012,520.0,-37.7823431,144.8705386,2,2,1,"{'Footscray North Primary School': 1.3, 'Rosamond Special School': 1.4, 'Maribyrnong Secondary College': 1.6}","['Braybrook Shopping Centre', -37.7819431, 144.8640115, 13]",town_house,213031347,Braybrook,24330,Maribyrnong,9956.17498,2604.518799,"[['Footscray North Primary School', 1.3, None], ['Rosamond Special School', 1.4, None], ['Maribyrnong Secondary College', 1.6, 333]]",46621.0,52692.0,45758.0,52895.0,"['Tottenham Railway Station (West Footscray)', -37.799251, 144.862945, 1.9949730457612576]","['50-Wests Rd/Williamson Rd (Maribyrnong)', -37.775212, 144.882143, 1.2918558195327212]","['Sunshine Railway Station (Sunshine)', -37.788536, 144.832878, 3.3804400708233717]",True,False,47576,55019,"['Tottenham Railway Station (West Footscray)', -37.799251, 144.862945, 1.9949730457612576]",,,720.5/118.8,710.6/511.6,0.5123076923076924,0.6649910152537525,0.2583711639065442,0.1994973045761257,0.1126813356941123,511.6,118.8
28,18 Renown Street,Maidstone,VIC,3012,500.0,-37.7809808,144.8679864,2,1,1,"{'Rosamond Special School': 1.1, 'Footscray North Primary School': 1.5, 'Maribyrnong Secondary College': 1.8}","['Braybrook Shopping Centre', -37.7819431, 144.8640115, 13]",town_house,213031347,Braybrook,24330,Maribyrnong,9956.17498,2604.518799,"[['Rosamond Special School', 1.1, None], ['Footscray North Primary School', 1.5, None], ['Maribyrnong Secondary College', 1.8, 333]]",46621.0,52692.0,45758.0,52895.0,"['Tottenham Railway Station (West Footscray)', -37.799251, 144.862945, 2.0792934745666676]","['50-Wests Rd/Williamson Rd (Maribyrnong)', -37.775212, 144.882143, 1.3998103192164122]","['Sunshine Railway Station (Sunshine)', -37.788536, 144.832878, 3.1976343923905106]",True,False,47576,55019,"['Tottenham Railway Station (West Footscray)', -37.799251, 144.862945, 2.0792934745666676]",,,858.6/134.3,495.2/356.6,0.5123076923076924,0.6930978248555558,0.2799620638432824,0.2079293474566667,0.1065878130796837,356.6,134.3
29,2/19 Holland Court,Maidstone,VIC,3012,500.0,-37.7856813,144.8691544,2,1,1,"{'Footscray West Primary School': 1.2, 'Rosamond Special School': 1.4, 'Maribyrnong Secondary College': 1.8}","['Braybrook Shopping Centre', -37.7819431, 144.8640115, 13]",town_house,213031347,Braybrook,24330,Maribyrnong,9956.17498,2604.518799,"[['Footscray West Primary School', 1.2, 417], ['Rosamond Special School', 1.4, None], ['Maribyrnong Secondary College', 1.8, 333]]",46621.0,52692.0,45758.0,52895.0,"['Tottenham Railway Station (West Footscray)', -37.799251, 144.862945, 1.6045020140936104]","['52-Rosamond Rd/River St (Maribyrnong)', -37.779332, 144.88575, 1.6203521819804305]","['Sunshine Railway Station (Sunshine)', -37.788536, 144.832878, 3.2036101320958603]",True,False,47576,55019,"['Tottenham Railway Station (West Footscray)', -37.799251, 144.862945, 1.6045020140936104]",,,876.2/127.7,952.5/685.8,0.5123076923076924,0.5348340046978701,0.3240704363960861,0.160450201409361,0.1067870044031953,685.8,127.7
30,15 Cloth Road,Yarraville,VIC,3013,790.0,-37.8224843,144.8886129,3,2,2,"{'Yarraville Special Developmental School': 0.7, 'Yarraville West Primary School': 0.9, 'Footscray High School': 3.5}","['Footscray Plaza Shopping Centre', -37.8016476, 144.8977057, 12]",town_house,213031352,Yarraville,24330,Maribyrnong,9956.17498,2783.096191,"[['Yarraville Special Developmental School', 0.7, None], ['Yarraville West Primary School', 0.9, 288], ['Footscray High School', 3.5, 276]]",69379.0,81575.0,69410.0,83130.0,"['Yarraville Railway Station (Yarraville)', -37.81585, 144.889934, 0.7467717776020899]","['64-Footscray Station/Leeds St (Footscray)', -37.801367, 144.90092, 2.585075297112397]","['Footscray Railway Station (Footscray)', -37.801413, 144.90202, 2.6223846659308587]",True,False,71512,85989,"['Yarraville Railway Station (Yarraville)', -37.81585, 144.889934, 0.7467717776020899]",,,3315.9/383.5,2841.0/2045.5,0.4246153846153846,0.2489239258673633,0.5170150594224794,0.0746771777602089,0.0874128221976952,2045.5,383.5
31,23 Condenser Drive,Yarraville,VIC,3013,780.0,-37.8217537,144.8888949,3,2,1,"{'Yarraville Special Developmental School': 0.6, 'Yarraville West Primary School': 0.8, 'Footscray High School': 3.4}","['Footscray Plaza Shopping Centre', -37.8016476, 144.8977057, 12]",town_house,213031352,Yarraville,24330,Maribyrnong,9956.17498,2783.096191,"[['Yarraville Special Developmental School', 0.6, None], ['Yarraville West Primary School', 0.8, 288], ['Footscray High School', 3.4, 276]]",69379.0,81575.0,69410.0,83130.0,"['Yarraville Railway Station (Yarraville)', -37.81585, 144.889934, 0.6627763663700799]","['64-Footscray Station/Leeds St (Footscray)', -37.801367, 144.90092, 2.5009502629695257]","['Footscray Railway Station (Footscray)', -37.801413, 144.90202, 2.538717154508573]",True,False,71512,85989,"['Yarraville Railway Station (Yarraville)', -37.81585, 144.889934, 0.6627763663700799]",,,3236.9/371.9,2757.1/1985.1,0.4246153846153846,0.2209254554566933,0.5001900525939051,0.0662776366370079,0.0846239051502857,1985.1,371.9
32,21 Condenser Drive,Yarraville,VIC,3013,760.0,-37.8218034,144.8888821,3,2,1,"{'Yarraville Special Developmental School': 0.6, 'Yarraville West Primary School': 0.8, 'Footscray High School': 3.4}","['Footscray Plaza Shopping Centre', -37.8016476, 144.8977057, 12]",town_house,213031352,Yarraville,24330,Maribyrnong,9956.17498,2783.096191,"[['Yarraville Special Developmental School', 0.6, None], ['Yarraville West Primary School', 0.8, 288], ['Footscray High School', 3.4, 276]]",69379.0,81575.0,69410.0,83130.0,"['Yarraville Railway Station (Yarraville)', -37.81585, 144.889934, 0.6684050245639611]","['64-Footscray Station/Leeds St (Footscray)', -37.801367, 144.90092, 2.5064346105967568]","['Footscray Railway Station (Footscray)', -37.801413, 144.90202, 2.544151659319297]",True,False,71512,85989,"['Yarraville Railway Station (Yarraville)', -37.81585, 144.889934, 0.6684050245639611]",,,3237.5/369.4,2762.8/1989.2,0.4246153846153846,0.2228016748546537,0.5012869221193513,0.0668405024563961,0.0848050553106432,1989.2,369.4
33,5 Carder Place,Yarraville,VIC,3013,750.0,-37.822675,144.8885654,3,2,1,"{'Yarraville Special Developmental School': 0.7, 'Yarraville West Primary School': 0.9, 'Footscray High School': 3.5}","['Footscray Plaza Shopping Centre', -37.8016476, 144.8977057, 12]",town_house,213031352,Yarraville,24330,Maribyrnong,9956.17498,2783.096191,"[['Yarraville Special Developmental School', 0.7, None], ['Yarraville West Primary School', 0.9, 288], ['Footscray High School', 3.5, 276]]",69379.0,81575.0,69410.0,83130.0,"['Yarraville Railway Station (Yarraville)', -37.81585, 144.889934, 0.7683678394526312]","['64-Footscray Station/Leeds St (Footscray)', -37.801367, 144.90092, 2.606086111763044]","['Footscray Railway Station (Footscray)', -37.801413, 144.90202, 2.643210322113728]",True,False,71512,85989,"['Yarraville Railway Station (Yarraville)', -37.81585, 144.889934, 0.7683678394526312]",,,3328.9/385.9,2842.3/2046.5,0.4246153846153846,0.2561226131508771,0.5212172223526088,0.0768367839452631,0.0881070107371242,2046.5,385.9
34,47 Mill Avenue,Yarraville,VIC,3013,730.0,-37.8222822,144.872198,4,3,2,"{'Wembley Primary School': 0.3, 'Bayside P-12 College': 4.1, 'Rosamond Special School': 5.0}","['Altona Gate Shopping Centre', -37.828989, 144.84627, 63]",town_house,213031352,Yarraville,24330,Maribyrnong,9956.17498,2783.096191,"[['Wembley Primary School', 0.3, 385], ['Bayside P-12 College', 4.1, None], ['Rosamond Special School', 5.0, None]]",69379.0,81575.0,69410.0,83130.0,"['Spotswood Railway Station (Spotswood)', -37.830639, 144.885933, 1.5227394076010636]","['64-Footscray Station/Leeds St (Footscray)', -37.801367, 144.90092, 3.4314690769113483]","['Footscray Railway Station (Footscray)', -37.801413, 144.90202, 3.49974012280778]",True,False,71512,85989,"['Spotswood Railway Station (Spotswood)', -37.830639, 144.885933, 1.5227394076010636]",,,4719.1/413.8,4264.1/3070.1,0.5923076923076923,0.5075798025336878,0.6862938153822696,0.1522739407601063,0.1166580040935926,3070.1,413.8
35,7 Carder Place,Yarraville,VIC,3013,730.0,-37.8226813,144.8886216,3,2,1,"{'Yarraville Special Developmental School': 0.7, 'Yarraville West Primary School': 0.9, 'Footscray High School': 3.5}","['Footscray Plaza Shopping Centre', -37.8016476, 144.8977057, 12]",town_house,213031352,Yarraville,24330,Maribyrnong,9956.17498,2783.096191,"[['Yarraville Special Developmental School', 0.7, None], ['Yarraville West Primary School', 0.9, 288], ['Footscray High School', 3.5, 276]]",69379.0,81575.0,69410.0,83130.0,"['Yarraville Railway Station (Yarraville)', -37.81585, 144.889934, 0.7683035686197702]","['64-Footscray Station/Leeds St (Footscray)', -37.801367, 144.90092, 2.604671339415409]","['Footscray Railway Station (Footscray)', -37.801413, 144.90202, 2.641633482068807]",True,False,71512,85989,"['Yarraville Railway Station (Yarraville)', -37.81585, 144.889934, 0.7683035686197702]",,,3328.9/385.9,2842.3/2046.5,0.4246153846153846,0.2561011895399234,0.5209342678830817,0.076830356861977,0.0880544494022935,2046.5,385.9
36,3/37 Stephen Street,Yarraville,VIC,3013,720.0,-37.8123071,144.8953548,3,2,2,"{'Footscray City Primary School': 0.8, 'Yarraville Special Developmental School': 1.2, 'Footscray High School': 2.4}","['Footscray Plaza Shopping Centre', -37.8016476, 144.8977057, 12]",town_house,213031352,Yarraville,24330,Maribyrnong,9956.17498,2783.096191,"[['Footscray City Primary School', 0.8, None], ['Yarraville Special Developmental School', 1.2, None], ['Footscray High School', 2.4, 276]]",69379.0,81575.0,69410.0,83130.0,"['Seddon Railway Station (Seddon)', -37.809005, 144.895672, 0.3682326274201636]","['64-Footscray Station/Leeds St (Footscray)', -37.801367, 144.90092, 1.3110588089869846]","['Footscray Railway Station (Footscray)', -37.801413, 144.90202, 1.3454711038019378]",True,False,71512,85989,"['Seddon Railway Station (Seddon)', -37.809005, 144.895672, 0.3682326274201636]",,,1571.7/234.6,1561.8/1124.5,0.4246153846153846,0.1227442091400545,0.2622117617973969,0.0368232627420163,0.0448490367933979,1124.5,234.6
37,3/364 Williamstown Road,Yarraville,VIC,3013,580.0,-37.8216665,144.8815928,3,2,2,"{'Yarraville Special Developmental School': 0.5, 'Wembley Primary School': 0.6, 'Footscray High School': 3.6}","['Footscray Plaza Shopping Centre', -37.8016476, 144.8977057, 12]",town_house,213031352,Yarraville,24330,Maribyrnong,9956.17498,2783.096191,"[['Yarraville Special Developmental School', 0.5, None], ['Wembley Primary School', 0.6, 385], ['Footscray High School', 3.6, 276]]",69379.0,81575.0,69410.0,83130.0,"['Yarraville Railway Station (Yarraville)', -37.81585, 144.889934, 0.977306577676717]","['64-Footscray Station/Leeds St (Footscray)', -37.801367, 144.90092, 2.824471930162389]","['Footscray Railway Station (Footscray)', -37.801413, 144.90202, 2.879591327382604]",True,False,71512,85989,"['Yarraville Railway Station (Yarraville)', -37.81585, 144.889934, 0.977306577676717]",,,3373.0/390.2,3332.7/2399.5,0.4246153846153846,0.3257688592255723,0.5648943860324778,0.0977306577676717,0.0959863775794201,2399.5,390.2
38,84a Graham Street,Newport,VIC,3015,950.0,-37.834183,144.868763,4,2,2,"{'Newport Lakes Primary School': 1.0, 'Bayside P-12 College': 3.0, 'Rosamond Special School': 6.2}","['Altona Gate Shopping Centre', -37.828989, 144.84627, 63]",town_house,213021344,Newport,23110,Hobsons Bay,6412.967646,2142.477295,"[['Newport Lakes Primary School', 1.0, 279], ['Bayside P-12 College', 3.0, None], ['Rosamond Special School', 6.2, None]]",70965.0,83253.0,69816.0,83403.0,"['Spotswood Railway Station (Spotswood)', -37.830639, 144.885933, 1.5585579689887268]","['64-Footscray Station/Leeds St (Footscray)', -37.801367, 144.90092, 4.614518559697753]","['Footscray Railway Station (Footscray)', -37.801413, 144.90202, 4.670296865085536]",True,False,72348,86335,"['Spotswood Railway Station (Spotswood)', -37.830639, 144.885933, 1.5585579689887268]",,,2597.7/248.0,2401.0/1728.7,0.4292307692307692,0.5195193229962423,0.9229037119395508,0.1558557968988727,0.1556765621695178,1728.7,248.0
39,4/199 Woods Street,Newport,VIC,3015,720.0,-37.8451798,144.8671977,3,2,2,"{'Newport Gardens Primary School': 0.1, 'Bayside P-12 College-Paisley Campus': 0.3, 'Bayside P-12 College': 2.1}","['Altona Gate Shopping Centre', -37.828989, 144.84627, 63]",town_house,213021344,Newport,23110,Hobsons Bay,6412.967646,2142.477295,"[['Newport Gardens Primary School', 0.1, 438], ['Bayside P-12 College-Paisley Campus', 0.3, None], ['Bayside P-12 College', 2.1, None]]",70965.0,83253.0,69816.0,83403.0,"['Newport Railway Station (Newport)', -37.842718, 144.8836, 1.4660512729224253]",,"['Footscray Railway Station (Footscray)', -37.801413, 144.90202, 5.747961555782101]",True,False,72348,86335,"['Newport Railway Station (Newport)', -37.842718, 144.8836, 1.4660512729224253]",,,3818.1/389.4,3363.1/2421.4,0.6738461538461539,0.4886837576408084,1.0,0.1466051272922425,0.19159871852607,2421.4,389.4
40,2/171 Mason Street,Newport,VIC,3015,695.0,-37.841405,144.868493,3,1,1,"{'Newport Gardens Primary School': 0.4, 'Bayside P-12 College-Paisley Campus': 0.5, 'Bayside P-12 College': 2.3}","['Altona Gate Shopping Centre', -37.828989, 144.84627, 63]",town_house,213021344,Newport,23110,Hobsons Bay,6412.967646,2142.477295,"[['Newport Gardens Primary School', 0.4, 438], ['Bayside P-12 College-Paisley Campus', 0.5, None], ['Bayside P-12 College', 2.3, None]]",70965.0,83253.0,69816.0,83403.0,"['Newport Railway Station (Newport)', -37.842718, 144.8836, 1.3345733933391875]",,"['Footscray Railway Station (Footscray)', -37.801413, 144.90202, 5.3335955233350925]",True,False,72348,86335,"['Newport Railway Station (Newport)', -37.842718, 144.8836, 1.3345733933391875]",,,3452.4/328.0,3022.5/2176.2,0.6738461538461539,0.4448577977797291,1.0,0.1334573393339187,0.177786517444503,2176.2,328.0
41,70 Saltley Street South,Kingsville,VIC,3015,620.0,-37.8308874,144.8673848,3,2,2,"{'Wembley Primary School': 1.3, 'Bayside P-12 College': 3.4, 'Rosamond Special School': 5.8}","['Altona Gate Shopping Centre', -37.828989, 144.84627, 63]",town_house,213021344,Newport,23110,Hobsons Bay,6412.967646,2142.477295,"[['Wembley Primary School', 1.3, 385], ['Bayside P-12 College', 3.4, None], ['Rosamond Special School', 5.8, None]]",70965.0,83253.0,69816.0,83403.0,"['Spotswood Railway Station (Spotswood)', -37.830639, 144.885933, 1.6292228339637913]","['64-Footscray Station/Leeds St (Footscray)', -37.801367, 144.90092, 4.4105179713297025]","['Footscray Railway Station (Footscray)', -37.801413, 144.90202, 4.471882052174153]",True,False,72348,86335,"['Spotswood Railway Station (Spotswood)', -37.830639, 144.885933, 1.6292228339637913]",,,2634.5/272.4,2420.8/1743.0,0.5923076923076923,0.5430742779879304,0.8821035942659405,0.1629222833963791,0.1490627350724717,1743.0,272.4
42,51A The Avenue,Spotswood,VIC,3015,600.0,-37.827479,144.881738,3,2,2,"{'Spotswood Primary School': 0.3, 'Yarraville Special Developmental School': 1.1, 'Footscray High School': 4.2}","['Altona Gate Shopping Centre', -37.828989, 144.84627, 63]",town_house,213021344,Newport,23110,Hobsons Bay,6412.967646,2142.477295,"[['Spotswood Primary School', 0.3, None], ['Yarraville Special Developmental School', 1.1, None], ['Footscray High School', 4.2, 276]]",70965.0,83253.0,69816.0,83403.0,"['Spotswood Railway Station (Spotswood)', -37.830639, 144.885933, 0.5091245462538515]","['64-Footscray Station/Leeds St (Footscray)', -37.801367, 144.90092, 3.3570446083611314]","['Footscray Railway Station (Footscray)', -37.801413, 144.90202, 3.4022124692279867]",True,False,72348,86335,"['Spotswood Railway Station (Spotswood)', -37.830639, 144.885933, 0.5091245462538515]",,,3652.8/266.9,4119.7/2966.1,0.4246153846153846,0.1697081820846171,0.6714089216722263,0.0509124546253851,0.1134070823075995,2966.1,266.9
43,2/94-96 Blackshaws Road,Newport,VIC,3015,490.0,-37.8339078,144.8750249,2,1,2,"{'Newport Lakes Primary School': 0.6, 'Bayside P-12 College': 2.8, 'Rosamond Special School': 6.3}","['Altona Gate Shopping Centre', -37.828989, 144.84627, 63]",town_house,213021344,Newport,23110,Hobsons Bay,6412.967646,2142.477295,"[['Newport Lakes Primary School', 0.6, 279], ['Bayside P-12 College', 2.8, None], ['Rosamond Special School', 6.3, None]]",70965.0,83253.0,69816.0,83403.0,"['Spotswood Railway Station (Spotswood)', -37.830639, 144.885933, 1.0246166774573657]","['64-Footscray Station/Leeds St (Footscray)', -37.801367, 144.90092, 4.273940217821789]","['Footscray Railway Station (Footscray)', -37.801413, 144.90202, 4.321860415496302]",True,False,72348,86335,"['Spotswood Railway Station (Spotswood)', -37.830639, 144.885933, 1.0246166774573657]",,,3069.3/281.4,2871.2/2067.2,0.4292307692307692,0.3415388924857885,0.8547880435643578,0.1024616677457365,0.1440620138498767,2067.2,281.4
44,39 Pasco Street,Williamstown,VIC,3016,785.0,-37.861508,144.899696,3,1,1,"{'Williamstown Primary School': 0.3, 'Williamstown High School': 0.4, 'Rosamond Special School': 9.9}","[None, None, None, None]",town_house,213021346,Williamstown,23110,Hobsons Bay,6412.967646,2200.971924,"[['Williamstown Primary School', 0.3, 424], ['Williamstown High School', 0.4, 98], ['Rosamond Special School', 9.9, None]]",64954.0,85921.0,65886.0,94350.0,"['Williamstown Beach Railway Station (Williamstown)', -37.863982, 144.894484, 0.5338763537883414]","['129-Beacon Cove/Light Rail (Port Melbourne)', -37.840789, 144.932813, 3.709763044428111]","['Southern Cross Railway Station (Melbourne City)', -37.818334, 144.952525, 6.675953478888964]",True,False,67423,94240,"['Williamstown Beach Railway Station (Williamstown)', -37.863982, 144.894484, 0.5338763537883414]",,,,,0.1507692307692307,0.1779587845961138,0.7419526088856222,0.0533876353788341,0.2225317826296321,8200.0,1100.0
